Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"HP Laptop 14-ep1185TU 14"" Full HD Laptop (Intel Core Ultra 5)[512GB]",949,https://www.jbhifi.com.au/products/hp-laptop-14-ep1185tu-14-full-hd-laptop-intel-core-ultra-5512gb,Laptop,,14,"14"" to 14.9""",1920 x 1080,Full HD,,Intel Core Ultra 5,Intel® Core™ Ultra 5 125H,14 Core,18MB L3,4.5,,,24,DDR5,512GB,M.2,512GB,Intel® Arc™ Graphics,1,,1,,,Yes,v5.4,No,Wi-Fi 6 (802.11 ax),,41,3,Windows 11 Home,Silver,215,323.7,17.9,1.4,,1 Year,IPS,,3.6,2,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook A14 14"" OLED Copilot+ PC Beige Laptop (Snapdragon X Elite)[1TB/32GB]",2599,https://www.jbhifi.com.au/products/asus-zenbook-a14-14-oled-copilot-pc-beige-laptop-snapdragon-x-elite1tb-32gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Qualcomm Snapdragon,Snapdragon® X Elite X1E 78 100,12 Core,,,,,32,,1TB,M.2,1TB,Qualcomm® Adreno™ GPU,1,1,2,4.0,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,70,3,Windows 11 Home,Beige,31.07,21.39,1.59,0.98,,1 Year,OLED,,3.4,3,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victus 15-fa2364TX 15.6"" Full HD Gaming Laptop (Intel Core i7)[GeForce RTX 4050]",1299,https://www.jbhifi.com.au/products/victus-15-fa2364tx-15-6-full-hd-gaming-laptop-intel-core-i7geforce-rtx-4050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core i7,Intel® Core™ i7-13620H,10 Core,24MB L3,4.9,,,16,DDR4,512GB,M.2,512GB,,1,,1,,,Yes,v5.4,Yes,Wi-Fi 6 (802.11 ax),,70,4,Windows 11 Home,Silver,255,357.9,23.5,2.29,,1 Year,IPS,,2.4,2,,,,3200,,,,6GB,Yes,NVIDIA GeForce RTX 4050,1,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Flip 14"" WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 7)[512GB/Blue]",1699,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-7512gb-blue,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 7,Intel® Core™ Ultra 7 258V,8 Core,12MB L3,4.8,,,32,LPDDR5,512GB,M.2,512GB,Intel Arc 140V,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Blue,218.5,313,14.6,1.38,,1 Year,OLED,Yes,2.2,2,1,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Flip 14"" 3K UWVA 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB]",2899,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-3k-uwva-2-in-1-oled-laptop-intel-core-ultra-71tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,3K,,Intel Core Ultra 7,Intel® Core™ Ultra 7 258V,8 Core,12MB L3,4.8,Yes,,32,LPDDR5x,1TB,M.2,1TB,,1,,,1.0,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,59,3,Windows 11 Home,Silver,218.5,313,14.6,1.38,,1 Year,UWVA,Yes,2.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alienware 16X Aurora 16"" WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070]",3359,https://www.jbhifi.com.au/products/alienware-16x-aurora-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core Ultra 9,275HX,16 Core,24,5.4,,,32,DDR5 SDRAM,1TB,,1TB,,1,2,1,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,96,6,Windows 11 Home,Blue,23.4,356.98,265.43,2.66,,1 Year,,,2.7,,1,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming Laptop,GDDR5,,,,32GB RAM (2x16GB),,,,,3,Alienware Care - Hardware & software support for gamers 24/7 with on location repairs after remote diagnosis. Includes international support,,,,,,,,,,,
"HP OMEN MAX 16"" UWVA 2.5K 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080]",5999,https://www.jbhifi.com.au/products/hp-omen-max-16-uwva-2-5k-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5080,Laptop,,16,"15"" to 16.9""",2560x1600,2.5K,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 275HX,24 Core,36MB L3,5.4,,,32,DDR5,1TB,M.2,1TB,,1,,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,,6,Windows 11 Home,Black,269,356.5,22.9,,,1 Year,OLED,,2.7,,2,,,5600,,1,,16GB,Yes,NVIDIA GeForce RTX 5080,,,,,,,,,,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"Asus TUF F16 16"" FHD+ Gaming Laptop (Intel Core i7)[GeForce RTX 5050]",1889,https://www.jbhifi.com.au/products/asus-tuf-f16-16-fhd-gaming-laptop-intel-core-i7geforce-rtx-5050,Laptop,,16,"15"" to 16.9""",1920 x 1200,,,Intel Core i7,Intel® Core™ i7 Processor 14650HX,16 Core,,,,,16,,1TB,M.2,1TB,,1,3,1,,,FHD,v5.3,Yes,Wi-Fi 6E (802.11 ax),,90,4,Windows 11 Home,Grey,27.3,354,273,2.2,,1 Year,IPS,,2.2,4,1,,,,,,2,8GB GDDR7,Yes,NVIDIA GeForce RTX 5050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 16 16"" WUXGA Laptop (Copilot+ PC)[512GB]",899,https://www.jbhifi.com.au/products/asus-vivobook-16-16-wuxga-laptop-copilot-pc512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,,Qualcomm Snapdragon,Snapdragon® X  X1 26 100,8 Core,,,Yes,,16,,512GB,M.2,512GB,Qualcomm® Adreno™ GPU,1,2,2,4.0,,FHD,v5.3,Yes,Wi-Fi 6E (802.11 ax),,50,3,Windows 11 Home,Blue,310,65,488,2.5,,1 Year,IPS,,2.97,4,,,,,,,No,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3x 15.3"" 2K Copilot+ PC Laptop (Snapdragon X)[512GB]",799,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-3x-15-3-2k-copilot-pc-laptop-snapdragon-x512gb,Laptop,,15.3,"15"" to 16.9""",1920 x 1200,,,Qualcomm Snapdragon,Snapdragon® X X1-26-100,8 Core,30MB,3,Yes,,16,,512GB,,512GB,Integrated Qualcomm® Adreno™ GPU,1,2,1,,,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,50,,Windows 11 Home,Grey,17.9,343.4,239.5,1.5,,1 Year,IPS,,,,,,SD card reader,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook A14 14"" OLED Laptop (Copilot+ PC)[1TB]",1799,https://www.jbhifi.com.au/products/asus-zenbook-a14-14-oled-laptop-copilot-pc1tb,Laptop,,14,"14"" to 14.9""",1921 x 1200,WUXGA,60,Qualcomm Snapdragon,Snapdragon® X Elite X1E 78 100,12 Core,,,Yes,,32,,1TB,M.2,1TB,Qualcomm® Adreno™ GPU,1,1,2,4.0,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,70,3,Windows 11 Home,Silver,31.07,21.39,1.59,0.98,,1 Year,OLED,,3.4,3,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga 7 EVO 14"" 2.8K 2-in-1 Laptop (Intel Core Ultra 7)[1TB]",2299,https://www.jbhifi.com.au/products/lenovo-yoga-7-evo-14-2-8k-2-in-1-laptop-intel-core-ultra-71tb,2 in 1,,14,"14"" to 14.9""",2880 x 1800,,,Intel Core Ultra 7,Ultra 7 155H,16 Core,24MB,4.8,,,32,,1TB,,1TB,,1,1,2,,,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,71,,Windows 11 Home,Grey,16.64,317.72,222.13,1.49,,1 Year,OLED,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 16-inch with M4 Pro Chip, 512GB/48GB (Space Black)[2024]",4599,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-48gb-space-black2024,MacBook Pro,,16.2,,3456 x 2234,Liquid Retina XDR display,,Apple M4 Pro,,,,,,,48,,512GB,,512GB,,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 hours video streaming,,,,Space Black,,,,3.48,,,,,,,,MagSafe 3,SDXC,,1 Year,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Prestige 13 AI+ Evo 13.3"" 2.8K OLED Ultra-Lightweight Laptop (Intel Core Ultra 7) [1TB]",1899,https://www.jbhifi.com.au/products/msi-prestige-13-ai-evo-13-3-2-8k-oled-ultra-lightweight-laptop-intel-core-ultra-7-1tb,Laptop,,13.3,"13"" to 13.9""",2880 x 1800,,60,Intel Core Ultra 7,258V,8 Core,12MB,4.8,Yes,,32,,1TB,,1TB,Intel Arc graphics,1,1,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),Up to 16 hours (typical device usage),75,4,Windows 11 Home,Grey,16.9,299,210,0.99,Yes,2 Years,OLED,,2.2,,2,,MicroSD,,,,,,,,,,,,,,,,4845,,,Yes,,,,,,,Yes,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 15"" Snapdragon X Elite 12 core/16GB/1TB (Platinum)",2049,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-1tb-platinum,Laptop,,15,"15"" to 16.9""",2496 x 1664,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Platinum,329,239,18.29,1.66,,1 Year,,,3.4,1,,,MicroSDXC Card Reader,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,5806,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 15"" Snapdragon X Elite 12 core/16GB/512GB (Platinum)",1797,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-512gb-platinum,Laptop,,15,"15"" to 16.9""",2496 x 1664,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Platinum,329,239,18.29,1.66,,1 Year,,,3.4,1,,,MicroSDXC Card Reader,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,5806,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Elite 12 core/16GB/512GB (Sapphire)",1699,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-512gb-sapphire,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Sapphire,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Plus 10 core/16GB/512GB (Platinum)",1499,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-plus-10-core-16gb-512gb-platinum,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Platinum,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,6290,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 13.8"" Snapdragon X Elite 12 core/16GB/1TB (Sapphire)",1899,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-1tb-sapphire,Laptop,,13.8,"13"" to 13.9""",2304 x 1536,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Sapphire,301,220,17.5,1.22,,1 Year,,,3.4,1,,,,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,4755,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 14 5440 14"" WUXGA Laptop (Intel Core 5)[1TB]",1189,https://www.jbhifi.com.au/products/dell-inspiron-14-5440-14-wuxga-laptop-intel-core-51tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core 5,120U,10 Core,12MB,5,,,16,DDR5 SDRAM,1TB,M.2,1TB,Intel Graphics,1,2,1,3.2,Yes,Yes,v5.3,Yes,Wi-Fi 6 (802.11 ax),,54,4,Windows 11 Home,Silver,18.9,314,226.15,1.56,,1 Year,LED,,1.4,,,,SD,5200,,,,Shared,,,,,,,,,,,3600,,,,,,16GB RAM (2x8GB),1TB,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M5 Chip, 1TB/24GB (Silver)",3099,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m5-chip-1tb-24gb-silver,MacBook Pro,,14.2,"14"" to 14.9""",3024 x 1964,Liquid Retina XDR display,120,Apple M5,,10 Core,,,,,24,,1TB,,1TB,10 Core GPU,1,,3,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 24 Hours,72.4,,MacOS Sonoma,Silver,,,,,,1 Year,,,,,3,MagSafe 3,SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS V16 16"" WUXGA 144Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5050]",1819,https://www.jbhifi.com.au/products/asus-v16-16-wuxga-144hz-gaming-laptop-intel-core-7geforce-rtx-5050,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,144,Intel Core 7,Intel® Core™ 7 Processor 240H,10 Core,,5.2,,,32,,1TB,M.2,1TB,,1,2,1,3.2,Yes,FHD,v5.3,Yes,Wi-Fi 6 (802.11 ax),,63,3,Windows 11 Home,Black,250.7,357,22,1.95,,1 Year,,,2.5,3,,,,,,,2,8GB GDDR6,Yes,NVIDIA GeForce RTX 5050,,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 512GB/24GB (Silver)",2399,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-24gb-silver,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,24,,512GB,,512GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Silver,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DELL XPS 13 9350 13.4"" 3K OLED Laptop (Intel Core Ultra 7)[1TB]",2449,https://www.jbhifi.com.au/products/dell-xps-13-9350-13-4-3k-oled-laptop-intel-core-ultra-71tb,Laptop,,13.4,"13"" to 13.9""",2880 x 1800,,60,Intel Core Ultra 7,258V,8 Core,12MB,4.8,Yes,,32,LPDDR5X,1TB,M.2,1TB,Intel ARC,,,,,,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,55,3,Windows 11 Home,Platinum,14.8,295.3,199.1,1.18,,1 Year,LED,Yes,2.2,,2,,,,,,,Shared,No,,,,,,,,,,4761,,,,,,32GB RAM (1x32GB),,,,Yes,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 512GB/16GB (Starlight)",2099,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-16gb-starlight,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,512GB,,512GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Starlight,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 512GB/16GB (Silver)",2099,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-16gb-silver,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,512GB,,512GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Silver,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS CX34 14"" Full HD Chromebook Laptop with Gemini (13th Gen Intel i5)[256GB]",599,https://www.jbhifi.com.au/products/asus-cx34-14-full-hd-chromebook-laptop-with-gemini-13th-gen-intel-i5256gb,Chromebook,,14,"14"" to 14.9""",1920 x 1080,Full HD,,Intel Core i5,i5-1334U,Deca Core,,4.6,,,8,,,,256GB,,1,2,2,3.2,,FHD,v5.4,Yes,Wi-Fi 6E (802.11 ax),Up to 10 hours,45,3,Google Chrome,Grey,21.4,326.4,18.7,1.43,,1 Year,,,1.3,,,,,,,,No,,No,,,256GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple iMac with Retina 4.5K Display 24-inch, M4 Chip 10-core 512GB/24GB (Silver)[2024]",2877,https://www.jbhifi.com.au/products/apple-imac-with-retina-4-5k-display-24-inch-m4-chip-10-core-512gb-24gb-silver2024,iMac,,24,"23"" to 26.9""",4480 x 2520,Retina Display,,Apple M4,,10 Core,,,,,24,,512GB,,512GB,10 core,,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),,,,,Silver,,,,,,1 Year,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 16-inch with M4 Max Chip, 1TB/48GB (Silver)[2024]",6177,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-max-chip-1tb-48gb-silver2024,MacBook Pro,,16.2,,3456 x 2234,Liquid Retina XDR display,,Apple M4 Max,,,,,,,48,,1TB,,1TB,,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 21 hours video streaming,,,,Silver,399,74,290,,,,,,,,,MagSafe 3,SDXC,,1 Year,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"Dell DB16255 16"" WUXGA Copilot+ PC Laptop (Ryzen AI 5)[512GB]",1099,https://www.jbhifi.com.au/products/dell-db16255-16-wuxga-copilot-pc-laptop-ryzen-ai-5512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,,AMD Ryzen AI 5,340,6 Core,,4.8,,,16,LPDDR5,512GB,M.2,512GB,AMD Radeon Graphics,1,1,2,,,FHD,v5.4,Yes,Wi-Fi 7 (802.11 be),,64,4,Windows 11 Home,Blue,16.99,356.78,250.6,1.83,,1 Year,LED,,,,,,,,,,,Shared,No,,,,,,,,,,,,,,,,16GB RAM (1x16GB),,,,,,,,,,,,,,,,,
"Victus 15-fa2363TX 15.6"" Full HD Gaming Laptop (Intel Core i7)[GeForce RTX 3050]",999,https://www.jbhifi.com.au/products/victus-15-fa2363tx-15-6-full-hd-gaming-laptop-intel-core-i7geforce-rtx-3050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Core i7,Intel® Core™ i7-13620H,10 Core,24MB L3,4.9,,,16,DDR4,512GB,M.2,512GB,,1,,1,,,Yes,v5.4,Yes,Wi-Fi 6 (802.11 ax),,52.5,3,Windows 11 Home,Silver,255,357.9,23.5,2.29,,1 Year,IPS,,2.4,2,,,,3200,,,,6GB,Yes,NVIDIA GeForce RTX 3050,1,,,,,,,,,Gaming laptop,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 7 Aero 13.3"" WQXGA Next Gen AI Laptop (Ryzen AI 7)[1TB]",2399,https://www.jbhifi.com.au/products/hp-omnibook-7-aero-13-3-wqxga-next-gen-ai-laptop-ryzen-ai-71tb,Laptop,,13.3,"13"" to 13.9""",2560 x 1600,WQXGA,,AMD Ryzen AI 7,AMD Ryzen™ AI 7 350,8 Core,16MB L3,5,,,32,LPDDR5,1TB,M.2,1TB,AMD Radeon™ 860M Graphics,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,43,3,Windows 11 Home,Silver,211.2,297.3,16.5,1,,1 Year,IPS,,2,2,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Flip 14"" WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 7)[512GB/Silver]",1699,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-7512gb-silver,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 7,Intel® Core™ Ultra 7 258V,8 Core,12MB L3,4.8,,,32,LPDDR5,512GB,M.2,512GB,Intel Arc 140V,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,218.5,313,14.6,1.38,,1 Year,OLED,Yes,2.2,2,1,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga 7i 14"" WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 5)[512GB]",1448,https://www.jbhifi.com.au/products/lenovo-yoga-7i-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-5512gb,2 in 1,,14,"14"" to 14.9""",1920 x 1200,WUXGA,,Intel Core Ultra 5,Intel® Core™ Ultra 5 226V,8 Core,8MB,4.5,Yes,,16,,512GB,,512GB,Integrated Intel® Arc™ Graphics 130V,1,1,2,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,70,,Windows 11 Home,Grey,15.45,317,228,1.38,,1 Year,OLED,Yes,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"MSI Venture 14 AI 14"" 2.8K OLED 120Hz Laptop (Core Ultra 5) [1TB]",1299,https://www.jbhifi.com.au/products/msi-venture-14-ai-14-2-8k-oled-120hz-laptop-core-ultra-5-1tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,120,Intel Core Ultra 5,Ultra 5 125H,14 Core,18MB,4.8,,,32,DDR5,1TB,,1TB,Intel Arc Graphics,1,2,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,55.2,4,Windows 11 Home,,21.6,315.6,235.5,1.7,,1 Year,OLED,,2.5,3,,,,,,,,,,,1,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 14-inch with M4 Chip, 512GB/16GB (Space Black/2024)[~Refurbished]",2249,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-512gb-16gb-space-black-2024refurbished,MacBook Pro,,14,"14"" to 14.9""",3124 x 1964,Liquid Retina XDR display,,Apple M4,,10 Core,,,,,16,,512GB,,512GB,10 core GPU,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 Hours video streaming,,,MacOS Sequioa,Space Black,,,,,,,,,,,3,MagSafe 3,SDXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renewed,,,,,,,,
"MSI Modern 15 H AI 15.6"" FHD 60Hz Laptop (Intel Core Ultra 9) [1TB]",1479,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-60hz-laptop-intel-core-ultra-9-1tb,Laptop,,15.6,"15"" to 16.9""",1920x1080,,60,Intel Core Ultra 9,Ultra 9 285H,16 Core,36MB,5.4,,,16,DDR5,1TB,,1TB,Intel Arc Graphics,1,3,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,53.8,3,Windows 11 Home,,19.9,359,241,1.9,,1 Year,IPS-Level,,2,4,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
